country,year_month,latitude,longitude,year,month,temperature_celsius,feels_like_celsius,humidity,wind_kph,gust_kph,pressure_mb,precip_mm,uv_index,cloud,visibility_km,air_quality_PM2.5,air_quality_PM10
Afghanistan,2025-05,34.5167,69.1833,2025.0,5.0,27.26774193548387,25.780645161290323,17.483870967741936,10.783870967741937,12.62258064516129,1005.8064516129032,0.14032258064516132,9.390322580645162,21.516129032258064,9.774193548387096,24.115645161290324,67.05951612903225
Afghanistan,2025-06,34.5167,69.1833,2025.0,6.0,31.013333333333332,29.060000000000002,13.0,12.126666666666667,14.183333333333334,1001.8666666666667,0.002333333333333333,10.353333333333333,7.833333333333333,10.0,32.060500000000005,104.377
Afghanistan,2025-07,34.5167,69.1833,2025.0,7.0,32.880645161290325,30.83225806451613,11.741935483870968,9.67741935483871,11.138709677419355,998.8387096774194,0.0006451612903225806,10.229032258064517,6.451612903225806,10.0,30.638387096774192,106.42870967741935
Afghanistan,2025-08,34.5167,69.1833,2025.0,8.0,30.480645161290322,28.425806451612903,15.35483870967742,6.870967741935484,7.929032258064517,1003.0,0.0,10.825806451612904,2.7096774193548385,10.0,30.453387096774193,93.44290322580645
Afghanistan,2025-09,34.5167,69.1833,2025.0,9.0,26.833333333333332,25.323333333333334,17.266666666666666,5.503333333333333,7.426666666666667,1007.8,0.0,8.823333333333332,1.4,10.0,25.450333333333333,46.8655
Afghanistan,2025-10,34.5167,69.1833,2025.0,10.0,20.26451612903226,20.151612903225807,18.258064516129032,4.380645161290323,6.032258064516129,1013.7741935483871,0.0003225806451612903,6.122580645161291,6.32258064516129,10.0,17.456451612903226,20.47258064516129
Afghanistan,2025-11,34.5167,69.1833,2025.0,11.0,13.923333333333334,13.946666666666665,7.9,4.1433333333333335,8.72,1018.4333333333333,0.0,4.076666666666666,3.3666666666666667,10.0,15.17,16.636666666666667
Afghanistan,2025-12,34.5167,69.1833,2025.0,12.0,8.619354838709677,8.596774193548388,33.74193548387097,4.006451612903226,8.654838709677419,1020.7096774193549,0.025806451612903226,2.6129032258064515,35.12903225806452,9.580645161290322,15.314516129032258,20.64032258064516
Afghanistan,2026-01,34.5167,69.1833,2026.0,1.0,1.8266666666666667,0.83,47.06666666666667,4.8566666666666665,8.206666666666667,1024.1333333333334,0.084,2.92,37.766666666666666,9.4,16.029999999999998,23.026666666666664
Afghanistan,2026-02,34.5167,69.1833,2026.0,2.0,1.6333333333333335,0.7833333333333332,63.5,4.683333333333334,8.716666666666667,1027.6666666666667,0.07666666666666667,3.4499999999999997,39.166666666666664,8.666666666666666,12.116666666666667,24.883333333333336
Albania,2024-05,41.33,19.82,2024.0,5.0,25.647058823529413,27.323529411764707,57.529411764705884,13.076470588235294,18.75294117647059,1012.2352941176471,0.2952941176470588,5.411764705882353,38.23529411764706,10.0,10.270588235294117,24.552941176470586
Albania,2024-06,41.33,19.82,2024.0,6.0,30.84333333333333,32.666666666666664,45.766666666666666,14.346666666666666,20.196666666666665,1012.9,0.05333333333333334,7.133333333333334,16.6,10.0,9.753333333333334,18.043333333333333
Albania,2024-07,41.33,19.82,2024.0,7.0,34.63793103448276,35.189655172413794,37.0,18.78965517241379,23.54137931034483,1010.2413793103449,0.1093103448275862,8.172413793103448,12.379310344827585,10.0,8.63103448275862,11.134482758620688
